instance,algorithm,encoding,fitness_func,run,cover_size,is_valid,fitness,time_sec
large_100nodes,GA,BinaryEncoding,LinearSoftPenalty,2,81,False,-93.0,1.6583404541015625
large_100nodes,SA,BinaryEncoding,LinearSoftPenalty,2,83,False,-84.2,0.2084660530090332
large_100nodes,TS,BinaryEncoding,LinearSoftPenalty,2,77,True,-77.0,0.6408536434173584
large_100nodes,GA,BinaryEncoding,AdaptiveEdgeWeighting,2,84,False,-92.0,1.7776026725769043
large_100nodes,SA,BinaryEncoding,AdaptiveEdgeWeighting,2,81,False,-85.0,0.24839210510253906
large_100nodes,TS,BinaryEncoding,AdaptiveEdgeWeighting,2,77,True,-77.0,1.3457229137420654
large_100nodes,GA,BinaryEncoding,RepairBasedFitness,2,41,False,-78.0,2.1939985752105713
large_100nodes,SA,BinaryEncoding,RepairBasedFitness,2,45,False,-79.0,0.29366588592529297
large_100nodes,TS,BinaryEncoding,RepairBasedFitness,2,38,False,-82.0,0.6112360954284668
large_100nodes,GA,SetEncoding,LinearSoftPenalty,2,82,True,-82.0,1.1674823760986328
large_100nodes,SA,SetEncoding,LinearSoftPenalty,2,87,False,-88.2,0.2048804759979248
large_100nodes,TS,SetEncoding,LinearSoftPenalty,2,78,True,-78.0,0.5448975563049316
large_100nodes,GA,SetEncoding,AdaptiveEdgeWeighting,2,77,False,-82.0,1.2697603702545166
large_100nodes,SA,SetEncoding,AdaptiveEdgeWeighting,2,84,False,-87.0,0.22176170349121094
large_100nodes,TS,SetEncoding,AdaptiveEdgeWeighting,2,76,False,-77.0,0.4561164379119873
large_100nodes,GA,SetEncoding,RepairBasedFitness,2,19,False,-79.0,1.8798596858978271
large_100nodes,SA,SetEncoding,RepairBasedFitness,2,21,False,-79.0,0.31989312171936035
large_100nodes,TS,SetEncoding,RepairBasedFitness,2,5,False,-79.0,0.7837417125701904
large_100nodes,GA,EdgeCentricEncoding,LinearSoftPenalty,2,84,True,-84.0,9.40962815284729
